strength_state,score_diff_group,home_score_diff,home_goal_weight,away_goal_weight,home_goal,away_goal,home_goal_percent,home_pred_goal_weight,away_pred_goal_weight,home_pred_goal,away_pred_goal,home_pred_goal_percent,home_shot_weight,away_shot_weight,home_shot,away_shot,home_shot_percent,home_miss,away_miss,home_miss_percent,home_block,away_block,home_block_percent,home_fenwick_weight,away_fenwick_weight,home_fenwick,away_fenwick,home_fenwick_percent,home_corsi_weight,away_corsi_weight,home_corsi,away_corsi,home_corsi_percent
5v3,leading,1,0.9772727272727273,1.0238095238095237,101,120,0.45701357466063347,0.9324934224047743,1.0780434731467958,116.94210005179045,111.93686046823856,0.5109342500773764,0.9811753902662994,1.01956106870229,527,567,0.48171846435100546,219,179,0.550251256281407,3,4,0.42857142857142855,0.9615168539325842,1.04169202678028,847,866,0.4944541739638062,0.9621848739495799,1.040909090909091,850,870,0.4941860465116279
5v3,leading,2,0.9772727272727273,1.0238095238095237,72,59,0.549618320610687,0.9324934224047743,1.0780434731467958,63.19391736388205,52.614542745053754,0.5456761734370561,0.9811753902662994,1.01956106870229,273,241,0.5311284046692607,105,105,0.5,2,2,0.5,0.9615168539325842,1.04169202678028,450,405,0.5263157894736842,0.9621848739495799,1.040909090909091,452,407,0.5261932479627474
5v3,leading,3,0.9772727272727273,1.0238095238095237,69,52,0.5702479338842975,0.9324934224047743,1.0780434731467958,70.6321155913174,52.35973293520509,0.5742829011638604,0.9811753902662994,1.01956106870229,289,240,0.5463137996219282,125,80,0.6097560975609756,0,1,0.0,0.9615168539325842,1.04169202678028,483,372,0.5649122807017544,0.9621848739495799,1.040909090909091,483,373,0.5642523364485982
4v3,trailing,-3,0.8378378378378378,1.24,6,5,0.5454545454545454,0.8422727354308609,1.2304116691774885,7.971003793179986,5.981838975101708,0.5712817040624921,0.8432835820895522,1.2282608695652173,46,32,0.5897435897435898,20,17,0.5405405405405406,0,1,0.0,0.8504672897196262,1.2133333333333334,72,54,0.5714285714285714,0.8551401869158879,1.2039473684210527,72,55,0.5669291338582677
4v3,trailing,-2,0.8378378378378378,1.24,10,6,0.625,0.8422727354308609,1.2304116691774885,7.504578595980999,5.142076600342987,0.5934042226566247,0.8432835820895522,1.2282608695652173,44,27,0.6197183098591549,22,16,0.5789473684210527,0,0,,0.8504672897196262,1.2133333333333334,76,49,0.608,0.8551401869158879,1.2039473684210527,76,49,0.608
4v3,trailing,-1,0.8378378378378378,1.24,21,14,0.6,0.8422727354308609,1.2304116691774885,18.484267797321074,12.123146060854193,0.6039147208898836,0.8432835820895522,1.2282608695652173,111,79,0.5842105263157895,41,29,0.5857142857142857,0,2,0.0,0.8504672897196262,1.2133333333333334,173,122,0.5864406779661017,0.8551401869158879,1.2039473684210527,173,124,0.5824915824915825
4v3,tied,0,0.9065656565656566,1.1149068322981366,198,161,0.5515320334261838,0.8839050056821874,1.1512027618805272,204.70538426563138,157.17484341934318,0.5656716465974824,0.8890253890253891,1.1426315789473684,1221,950,0.5624136342699217,482,408,0.5415730337078651,19,16,0.5428571428571428,0.8995265649658075,1.1257406188281764,1901,1519,0.5558479532163743,0.8997395833333334,1.1254071661237786,1920,1535,0.5557163531114327
4v3,leading,1,0.8076923076923077,1.3125,22,15,0.5945945945945946,0.8650947744575764,1.18475370640795,23.803512483835213,20.620612317696207,0.5358240053164681,0.9399293286219081,1.0682730923694779,134,140,0.48905109489051096,67,50,0.5726495726495726,1,3,0.25,0.9008528784648188,1.1236702127659575,223,205,0.5210280373831776,0.9042553191489362,1.118421052631579,224,208,0.5185185185185185
4v3,leading,2,0.8076923076923077,1.3125,13,11,0.5416666666666666,0.8650947744575764,1.18475370640795,13.271754719316956,9.017908994108435,0.5954219359228459,0.9399293286219081,1.0682730923694779,76,67,0.5314685314685315,29,21,0.58,0,0,,0.9008528784648188,1.1236702127659575,118,99,0.543778801843318,0.9042553191489362,1.118421052631579,118,99,0.543778801843318
4v3,leading,3,0.8076923076923077,1.3125,17,6,0.7391304347826086,0.8650947744575764,1.18475370640795,12.73962571471929,6.7357928771525595,0.6541387367168697,0.9399293286219081,1.0682730923694779,73,42,0.6347826086956522,38,24,0.6129032258064516,0,1,0.0,0.9008528784648188,1.1236702127659575,128,72,0.64,0.9042553191489362,1.118421052631579,128,73,0.6368159203980099
1v0,trailing,-3,1.0277777777777777,0.9736842105263158,5,8,0.38461538461538464,,,0.0,0.0,,,,17,18,0.4857142857142857,0,5,0.0,0,0,,,,22,31,0.41509433962264153,,,22,31,0.41509433962264153
1v0,trailing,-2,1.0277777777777777,0.9736842105263158,12,13,0.48,,,0.0,0.0,,,,24,22,0.5217391304347826,4,7,0.36363636363636365,0,0,,,,40,42,0.4878048780487805,,,40,42,0.4878048780487805
1v0,trailing,-1,1.0277777777777777,0.9736842105263158,19,17,0.5277777777777778,,,0.0,0.0,,,,234,42,0.8478260869565217,67,9,0.881578947368421,0,0,,,,320,68,0.8247422680412371,,,320,68,0.8247422680412371
1v0,tied,0,0.9895610278372591,1.0106615636960088,1868,1829,0.5052745469299432,,,0.0,0.0,,,,4769,4400,0.5201221507252699,986,863,0.5332612222823148,0,0,,,,7623,7092,0.5180428134556575,,,7623,7092,0.5180428134556575
1v0,leading,1,0.7105263157894737,1.6875,28,10,0.7368421052631579,,,0.0,0.0,,,,69,375,0.1554054054054054,10,114,0.08064516129032258,0,0,,,,107,499,0.17656765676567657,,,107,499,0.17656765676567657
1v0,leading,2,0.7105263157894737,1.6875,15,4,0.7894736842105263,,,0.0,0.0,,,,35,14,0.7142857142857143,8,6,0.5714285714285714,0,0,,,,58,24,0.7073170731707317,,,58,24,0.7073170731707317
1v0,leading,3,0.7105263157894737,1.6875,14,10,0.5833333333333334,,,0.0,0.0,,,,32,18,0.64,5,6,0.45454545454545453,0,0,,,,51,34,0.6,,,51,34,0.6
